datetime,year,month,day,hour,weekday,temperature,humidity,rainfall,wind_speed,weather_state,electricity_demand,renewable_generation,transformer_load,risk_score,risk_level,district,area_type,substation_id,feeder_id,transformer_age,transformer_capacity,outage_history,maintenance_due,population_density,industrial_load_ratio
2021-01-01 00:00:00,2021,1,1,0,4,14.9,91,0.0,6.6,Cloudy,89.91,8.99,35.96,46.48,Low,Cox's Bazar,Rural,SS_009,FDR_09,19,200,8,No,1633,0.05
2021-01-01 00:00:00,2021,1,1,0,4,12.5,98,0.0,7.2,Sunny,43.99,4.4,17.6,41.03,Low,Chattogram,Rural,SS_049,FDR_06,24,350,0,Yes,818,0.06
2021-01-01 00:00:00,2021,1,1,0,4,16.2,95,0.0,5.6,Sunny,47.54,4.75,19.01,42.34,Low,Rangamati,Rural,SS_020,FDR_11,24,300,9,Yes,793,0.17
2021-01-01 00:00:00,2021,1,1,0,4,14.0,99,0.0,4.7,Sunny,79.04,7.9,31.62,25.9,Low,Chandpur,Rural,SS_030,FDR_10,12,400,7,Yes,1404,0.28
2021-01-01 00:00:00,2021,1,1,0,4,11.8,92,0.0,6.7,Sunny,378.53,37.85,151.41,79.26,Medium,Noakhali,Urban,SS_022,FDR_01,24,350,1,No,6729,0.49
2021-01-01 02:00:00,2021,1,1,2,4,18.0,86,0.0,4.9,Sunny,100.7,10.07,40.28,44.14,Low,Rangamati,Rural,SS_049,FDR_14,16,200,2,No,1729,0.09
2021-01-01 02:00:00,2021,1,1,2,4,16.0,88,0.0,3.1,Sunny,89.53,8.95,35.81,27.82,Low,Bandarban,Rural,SS_019,FDR_03,9,250,4,Yes,1551,0.04
2021-01-01 02:00:00,2021,1,1,2,4,15.6,95,0.0,5.9,Sunny,80.5,8.05,32.2,46.1,Low,Chandpur,Rural,SS_007,FDR_15,20,200,6,Yes,1435,0.0
2021-01-01 02:00:00,2021,1,1,2,4,14.8,83,0.0,7.0,Sunny,972.61,97.26,389.04,143.18,High,Cumilla,Urban,SS_048,FDR_08,9,300,3,Yes,16489,0.42
2021-01-01 04:00:00,2021,1,1,4,4,20.1,74,0.0,6.4,Sunny,786.58,78.66,314.63,92.16,High,Chandpur,Urban,SS_020,FDR_19,9,400,1,No,13022,0.57
